,file,sampling point,stiffness,strength,yaw,x_offset,cup_a,cup_b,cup_c,cups engaged,result,cup engagement
460,2023087_proxy_sample_0_yaw_-15_offset_0.02_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
461,2023088_proxy_sample_8_yaw_45_offset_0.015_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
462,20230724_proxy_sample_3_yaw_60_rep_0_stiff_high_force_high.json,3,3_high_stiffness,3_high_strength,60,0.0,yes,no,no,1,Bad Pick,0 or 1
463,20230728_proxy_sample_2_yaw_0_rep_0_stiff_medium_force_medium.json,2,2_medium_stiffness,2_medium_strength,0,0.0,yes,yes,no,2,Bad Pick,2 or 3
464,2023082_proxy_sample_0_yaw_-15_rep_0_stiff_high_force_high.json,0,3_high_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
465,2023083_proxy_sample_3_yaw_45_rep_1_stiff_medium_force_medium.json,3,2_medium_stiffness,2_medium_strength,45,0.0,no,yes,no,1,Bad Pick,0 or 1
466,2023083_proxy_sample_8_yaw_-15_offset_0.01_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,-15,0.01,yes,yes,yes,3,Bad Pick,2 or 3
467,2023083_proxy_sample_7_yaw_-15_offset_0.02_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,-15,0.02,no,no,no,0,Bad Pick,0 or 1
468,2023083_proxy_sample_7_yaw_45_rep_1_stiff_low_force_medium.json,7,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
469,2023083_proxy_sample_1_yaw_45_rep_1_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
470,2023083_proxy_sample_6_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Bad Pick,2 or 3
471,2023083_proxy_sample_3_yaw_-15_rep_1_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
472,2023087_proxy_sample_0_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
473,20230731_proxy_sample_2_yaw_45_rep_0_stiff_low_force_high.json,2,1_low_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
474,2023083_proxy_sample_8_yaw_45_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,45,0.0,no,no,no,0,Bad Pick,0 or 1
475,2023083_proxy_sample_6_yaw_45_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
476,20230728_proxy_sample_5_yaw_60_rep_0_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,60,0.0,yes,yes,no,2,Good Pick,2 or 3
477,20230724_proxy_sample_7_yaw_0_rep_0_stiff_high_force_high.json,7,3_high_stiffness,3_high_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
478,2023083_proxy_sample_4_yaw_45_rep_1_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
479,2023082_proxy_sample_6_yaw_-15_rep_0_stiff_high_force_high.json,6,3_high_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
480,2023087_proxy_sample_6_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Good Pick,2 or 3
481,2023088_proxy_sample_6_yaw_45_offset_0.01_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,45,0.01,no,yes,yes,2,Bad Pick,2 or 3
482,2023087_proxy_sample_7_yaw_-15_offset_0.005_rep_0_stiff_low_force_low.json,7,1_low_stiffness,1_low_strength,-15,0.005,no,no,no,0,Good Pick,0 or 1
483,20230728_proxy_sample_7_yaw_0_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
484,2023083_proxy_sample_3_yaw_-15_rep_0_stiff_medium_force_high.json,3,2_medium_stiffness,3_high_strength,-15,0.0,yes,yes,no,2,Bad Pick,2 or 3
485,2023083_proxy_sample_6_yaw_45_rep_1_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
486,2023087_proxy_sample_4_yaw_45_offset_0.005_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
487,2023083_proxy_sample_4_yaw_-15_rep_1_stiff_low_force_medium.json,4,1_low_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
488,2023083_proxy_sample_9_yaw_-15_rep_1_stiff_low_force_medium.json,9,1_low_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
489,2023087_proxy_sample_0_yaw_45_offset_0.015_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,45,0.015,no,no,yes,1,Bad Pick,0 or 1
490,2023087_proxy_sample_7_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,7,1_low_stiffness,2_medium_strength,45,0.015,yes,yes,yes,3,Bad Pick,2 or 3
491,20230724_proxy_sample_4_yaw_0_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
492,20230724_proxy_sample_7_yaw_0_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
493,2023083_proxy_sample_2_yaw_-15_offset_0.005_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,-15,0.005,yes,no,yes,2,Bad Pick,2 or 3
494,2023087_proxy_sample_0_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,-15,0.02,yes,no,yes,2,Bad Pick,2 or 3
495,2023083_proxy_sample_3_yaw_-15_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,no,2,Good Pick,2 or 3
496,2023083_proxy_sample_7_yaw_-15_offset_0.005_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
497,2023082_proxy_sample_0_yaw_45_rep_0_stiff_high_force_low.json,0,3_high_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
498,20230728_proxy_sample_3_yaw_60_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
499,2023087_proxy_sample_4_yaw_-15_offset_0.005_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,-15,0.005,no,yes,yes,2,Good Pick,2 or 3
500,2023088_proxy_sample_4_yaw_45_offset_0.02_rep_0_stiff_medium_force_low.json,4,2_medium_stiffness,1_low_strength,45,0.02,no,yes,yes,2,Good Pick,2 or 3
501,2023088_proxy_sample_5_yaw_45_offset_0.02_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,45,0.02,no,yes,yes,2,Bad Pick,2 or 3
502,2023082_proxy_sample_3_yaw_-15_rep_0_stiff_high_force_high.json,3,3_high_stiffness,3_high_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
503,2023087_proxy_sample_5_yaw_-15_offset_0.02_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
504,2023088_proxy_sample_1_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
505,2023087_proxy_sample_6_yaw_-15_offset_0.01_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,-15,0.01,yes,yes,yes,3,Good Pick,2 or 3
506,2023087_proxy_sample_3_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,3,1_low_stiffness,2_medium_strength,45,0.015,yes,yes,yes,3,Bad Pick,2 or 3
507,2023088_proxy_sample_1_yaw_-15_offset_0.015_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,-15,0.015,yes,no,yes,2,Good Pick,2 or 3
508,20230731_proxy_sample_3_yaw_45_rep_0_stiff_low_force_high.json,3,1_low_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
509,2023087_proxy_sample_0_yaw_45_offset_0.01_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,45,0.01,no,no,yes,1,Bad Pick,0 or 1
510,20230724_proxy_sample_6_yaw_0_rep_0_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
511,2023088_proxy_sample_7_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,-15,0.005,no,no,no,0,Bad Pick,0 or 1
512,20230720_proxy_sample_6_yaw_0_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
513,2023088_proxy_sample_2_yaw_-15_offset_0.01_rep_0_stiff_medium_force_medium.json,2,2_medium_stiffness,2_medium_strength,-15,0.01,no,no,yes,1,Bad Pick,0 or 1
514,2023087_proxy_sample_1_yaw_45_offset_0.01_rep_0_stiff_low_force_medium.json,1,1_low_stiffness,2_medium_strength,45,0.01,yes,no,yes,2,Bad Pick,2 or 3
515,2023083_proxy_sample_8_yaw_-15_offset_0.015_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,-15,0.015,yes,yes,yes,3,Bad Pick,2 or 3
516,2023083_proxy_sample_0_yaw_-15_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,-15,0.0,no,yes,yes,2,Good Pick,2 or 3
517,2023087_proxy_sample_4_yaw_45_offset_0.015_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
518,2023083_proxy_sample_8_yaw_45_rep_1_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,45,0.0,yes,no,yes,2,Bad Pick,2 or 3
519,2023082_proxy_sample_0_yaw_45_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
520,2023088_proxy_sample_5_yaw_45_offset_0.005_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
521,2023088_proxy_sample_6_yaw_45_offset_0.01_rep_0_stiff_medium_force_low.json,6,2_medium_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
522,2023083_proxy_sample_6_yaw_-15_offset_0.005_rep_0_stiff_high_force_medium.json,6,3_high_stiffness,2_medium_strength,-15,0.005,yes,yes,yes,3,Bad Pick,2 or 3
523,2023088_proxy_sample_0_yaw_-15_offset_0.015_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,-15,0.015,yes,no,yes,2,Good Pick,2 or 3
524,2023083_proxy_sample_0_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
525,2023088_proxy_sample_4_yaw_-15_offset_0.015_rep_0_stiff_medium_force_medium.json,4,2_medium_stiffness,2_medium_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
526,2023083_proxy_sample_8_yaw_-15_rep_1_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
527,20230724_proxy_sample_4_yaw_60_rep_0_stiff_high_force_high.json,4,3_high_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
528,2023087_proxy_sample_7_yaw_45_offset_0.005_rep_0_stiff_low_force_low.json,7,1_low_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
529,2023083_proxy_sample_7_yaw_45_offset_0.015_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
530,20230731_proxy_sample_5_yaw_-15_rep_0_stiff_low_force_low.json,5,1_low_stiffness,1_low_strength,-15,0.0,no,no,yes,1,Good Pick,0 or 1
531,2023083_proxy_sample_8_yaw_-15_offset_0.02_rep_0_stiff_high_force_medium.json,8,3_high_stiffness,2_medium_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
532,2023083_proxy_sample_4_yaw_45_offset_0.005_rep_0_stiff_high_force_medium.json,4,3_high_stiffness,2_medium_strength,45,0.005,no,yes,yes,2,Bad Pick,2 or 3
533,2023088_proxy_sample_3_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,3,2_medium_stiffness,2_medium_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
534,2023088_proxy_sample_7_yaw_45_offset_0.005_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
535,2023087_proxy_sample_2_yaw_-15_offset_0.02_rep_0_stiff_low_force_low.json,2,1_low_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
536,2023087_proxy_sample_7_yaw_-15_offset_0.015_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Good Pick,0 or 1
537,20230728_proxy_sample_8_yaw_0_rep_0_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,0,0.0,no,no,no,0,Bad Pick,0 or 1
538,2023087_proxy_sample_0_yaw_45_offset_0.005_rep_0_stiff_low_force_medium.json,0,1_low_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
539,2023087_proxy_sample_1_yaw_-15_offset_0.005_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,-15,0.005,yes,no,yes,2,Good Pick,2 or 3
540,2023087_proxy_sample_8_yaw_45_offset_0.02_rep_0_stiff_high_force_low.json,8,3_high_stiffness,1_low_strength,45,0.02,yes,yes,yes,3,Good Pick,2 or 3
541,20230728_proxy_sample_0_yaw_60_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,60,0.0,yes,yes,no,2,Bad Pick,2 or 3
542,2023083_proxy_sample_7_yaw_-15_rep_0_stiff_medium_force_low.json,7,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
543,2023082_proxy_sample_2_yaw_45_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
544,20230720_proxy_sample_9_yaw_0_rep_0_stiff_high_force_medium.json,9,3_high_stiffness,2_medium_strength,0,0.0,yes,yes,yes,3,Good Pick,2 or 3
545,20230731_proxy_sample_8_yaw_-15_rep_0_stiff_low_force_high.json,8,1_low_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
546,2023087_proxy_sample_6_yaw_-15_offset_0.015_rep_0_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,-15,0.015,yes,no,yes,2,Bad Pick,2 or 3
547,2023082_proxy_sample_1_yaw_-15_rep_0_stiff_high_force_high.json,1,3_high_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
548,2023087_proxy_sample_3_yaw_45_offset_0.02_rep_0_stiff_low_force_medium.json,3,1_low_stiffness,2_medium_strength,45,0.02,no,no,yes,1,Bad Pick,0 or 1
549,20230728_proxy_sample_7_yaw_0_rep_0_stiff_medium_force_medium.json,7,2_medium_stiffness,2_medium_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
550,2023088_proxy_sample_6_yaw_45_offset_0.005_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,45,0.005,yes,yes,yes,3,Bad Pick,2 or 3
551,2023083_proxy_sample_9_yaw_-15_rep_0_stiff_medium_force_low.json,9,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
552,2023087_proxy_sample_8_yaw_45_offset_0.005_rep_0_stiff_low_force_low.json,8,1_low_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
553,2023088_proxy_sample_5_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
554,2023083_proxy_sample_1_yaw_45_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
555,2023087_proxy_sample_4_yaw_45_offset_0.02_rep_0_stiff_low_force_medium.json,4,1_low_stiffness,2_medium_strength,45,0.02,no,yes,yes,2,Bad Pick,2 or 3
556,2023083_proxy_sample_1_yaw_-15_rep_1_stiff_high_force_medium.json,1,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
557,2023083_proxy_sample_0_yaw_45_rep_0_stiff_medium_force_high.json,0,2_medium_stiffness,3_high_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
558,20230728_proxy_sample_3_yaw_0_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
559,2023088_proxy_sample_8_yaw_45_offset_0.02_rep_0_stiff_medium_force_low.json,8,2_medium_stiffness,1_low_strength,45,0.02,no,yes,yes,2,Good Pick,2 or 3
560,2023088_proxy_sample_6_yaw_-15_offset_0.01_rep_0_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,-15,0.01,no,no,yes,1,Bad Pick,0 or 1
561,2023083_proxy_sample_2_yaw_45_offset_0.02_rep_0_stiff_high_force_medium.json,2,3_high_stiffness,2_medium_strength,45,0.02,no,yes,yes,2,Bad Pick,2 or 3
562,2023083_proxy_sample_6_yaw_-15_rep_1_stiff_high_force_low.json,6,3_high_stiffness,1_low_strength,-15,0.0,no,yes,yes,2,Good Pick,2 or 3
563,2023087_proxy_sample_4_yaw_45_offset_0.01_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,45,0.01,no,yes,yes,2,Good Pick,2 or 3
564,2023083_proxy_sample_5_yaw_-15_rep_1_stiff_high_force_medium.json,5,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
565,2023083_proxy_sample_8_yaw_45_rep_1_stiff_medium_force_medium.json,8,2_medium_stiffness,2_medium_strength,45,0.0,no,yes,yes,2,Bad Pick,2 or 3
566,2023083_proxy_sample_0_yaw_45_rep_1_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
567,2023082_proxy_sample_1_yaw_-15_rep_0_stiff_high_force_low.json,1,3_high_stiffness,1_low_strength,-15,0.0,no,yes,no,1,Bad Pick,0 or 1
568,2023083_proxy_sample_4_yaw_45_offset_0.01_rep_0_stiff_high_force_medium.json,4,3_high_stiffness,2_medium_strength,45,0.01,yes,yes,yes,3,Bad Pick,2 or 3
569,20230731_proxy_sample_7_yaw_-15_rep_0_stiff_low_force_high.json,7,1_low_stiffness,3_high_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
570,2023087_proxy_sample_5_yaw_-15_offset_0.015_rep_0_stiff_high_force_low.json,5,3_high_stiffness,1_low_strength,-15,0.015,no,no,yes,1,Bad Pick,0 or 1
571,2023087_proxy_sample_5_yaw_45_offset_0.01_rep_0_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,45,0.01,yes,yes,yes,3,Bad Pick,2 or 3
572,2023083_proxy_sample_0_yaw_45_offset_0.015_rep_0_stiff_high_force_medium.json,0,3_high_stiffness,2_medium_strength,45,0.015,no,yes,yes,2,Bad Pick,2 or 3
573,2023088_proxy_sample_3_yaw_45_offset_0.02_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,45,0.02,no,yes,no,1,Bad Pick,0 or 1
574,20230720_proxy_sample_7_yaw_0_rep_0_stiff_high_force_medium.json,7,3_high_stiffness,2_medium_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
575,2023083_proxy_sample_0_yaw_45_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,45,0.0,yes,no,no,1,Bad Pick,0 or 1
576,2023087_proxy_sample_1_yaw_45_offset_0.01_rep_0_stiff_low_force_low.json,1,1_low_stiffness,1_low_strength,45,0.01,no,no,yes,1,Good Pick,0 or 1
577,2023083_proxy_sample_5_yaw_45_rep_1_stiff_low_force_medium.json,5,1_low_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
578,2023088_proxy_sample_2_yaw_-15_offset_0.02_rep_0_stiff_medium_force_low.json,2,2_medium_stiffness,1_low_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
579,2023087_proxy_sample_7_yaw_45_offset_0.005_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
580,2023088_proxy_sample_1_yaw_-15_offset_0.005_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,-15,0.005,no,yes,yes,2,Good Pick,2 or 3
581,2023082_proxy_sample_4_yaw_-15_rep_0_stiff_high_force_medium.json,4,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
582,2023083_proxy_sample_6_yaw_-15_rep_0_stiff_medium_force_low.json,6,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
583,2023087_proxy_sample_8_yaw_-15_offset_0.015_rep_0_stiff_low_force_medium.json,8,1_low_stiffness,2_medium_strength,-15,0.015,yes,yes,yes,3,Bad Pick,2 or 3
584,2023083_proxy_sample_4_yaw_-15_rep_0_stiff_medium_force_high.json,4,2_medium_stiffness,3_high_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
585,2023087_proxy_sample_6_yaw_45_offset_0.015_rep_0_stiff_low_force_medium.json,6,1_low_stiffness,2_medium_strength,45,0.015,yes,yes,yes,3,Bad Pick,2 or 3
586,2023087_proxy_sample_7_yaw_-15_offset_0.005_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,-15,0.005,yes,yes,yes,3,Good Pick,2 or 3
587,2023087_proxy_sample_2_yaw_-15_offset_0.015_rep_0_stiff_low_force_medium.json,2,1_low_stiffness,2_medium_strength,-15,0.015,no,no,no,0,Bad Pick,0 or 1
588,2023083_proxy_sample_3_yaw_45_rep_1_stiff_high_force_medium.json,3,3_high_stiffness,2_medium_strength,45,0.0,no,yes,yes,2,Bad Pick,2 or 3
589,2023083_proxy_sample_1_yaw_45_rep_1_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,no,2,Bad Pick,2 or 3
590,2023087_proxy_sample_4_yaw_45_offset_0.005_rep_0_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,45,0.005,yes,yes,yes,3,Good Pick,2 or 3
591,2023087_proxy_sample_0_yaw_45_offset_0.005_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,45,0.005,yes,no,no,1,Bad Pick,0 or 1
592,20230728_proxy_sample_0_yaw_60_rep_0_stiff_medium_force_high.json,0,2_medium_stiffness,3_high_strength,60,0.0,yes,yes,yes,3,Bad Pick,2 or 3
593,2023087_proxy_sample_8_yaw_-15_offset_0.02_rep_0_stiff_low_force_low.json,8,1_low_stiffness,1_low_strength,-15,0.02,yes,yes,yes,3,Good Pick,2 or 3
594,2023087_proxy_sample_4_yaw_-15_offset_0.005_rep_0_stiff_low_force_medium.json,4,1_low_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
595,20230728_proxy_sample_4_yaw_0_rep_0_stiff_medium_force_low.json,4,2_medium_stiffness,1_low_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
596,2023082_proxy_sample_5_yaw_-15_rep_0_stiff_high_force_medium.json,5,3_high_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
597,2023083_proxy_sample_5_yaw_-15_rep_1_stiff_medium_force_low.json,5,2_medium_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
598,2023088_proxy_sample_0_yaw_45_offset_0.005_rep_0_stiff_medium_force_low.json,0,2_medium_stiffness,1_low_strength,45,0.005,yes,no,yes,2,Good Pick,2 or 3
599,20230728_proxy_sample_5_yaw_0_rep_0_stiff_medium_force_medium.json,5,2_medium_stiffness,2_medium_strength,0,0.0,yes,yes,yes,3,Bad Pick,2 or 3
600,2023082_proxy_sample_7_yaw_-15_rep_0_stiff_high_force_low.json,7,3_high_stiffness,1_low_strength,-15,0.0,yes,yes,yes,3,Good Pick,2 or 3
601,2023087_proxy_sample_4_yaw_-15_offset_0.01_rep_0_stiff_high_force_low.json,4,3_high_stiffness,1_low_strength,-15,0.01,no,yes,yes,2,Bad Pick,2 or 3
602,2023083_proxy_sample_2_yaw_45_rep_1_stiff_high_force_low.json,2,3_high_stiffness,1_low_strength,45,0.0,yes,yes,no,2,Good Pick,2 or 3
603,2023083_proxy_sample_4_yaw_45_rep_1_stiff_low_force_low.json,4,1_low_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
604,2023083_proxy_sample_6_yaw_45_rep_1_stiff_medium_force_medium.json,6,2_medium_stiffness,2_medium_strength,45,0.0,yes,yes,yes,3,Bad Pick,2 or 3
605,2023083_proxy_sample_2_yaw_-15_rep_1_stiff_medium_force_medium.json,2,2_medium_stiffness,2_medium_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
606,20230731_proxy_sample_3_yaw_-15_rep_0_stiff_low_force_high.json,3,1_low_stiffness,3_high_strength,-15,0.0,no,yes,yes,2,Bad Pick,2 or 3
607,2023083_proxy_sample_3_yaw_45_rep_0_stiff_medium_force_low.json,3,2_medium_stiffness,1_low_strength,45,0.0,yes,yes,yes,3,Good Pick,2 or 3
608,2023088_proxy_sample_4_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,4,2_medium_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
609,2023087_proxy_sample_1_yaw_-15_offset_0.02_rep_0_stiff_medium_force_medium.json,1,2_medium_stiffness,2_medium_strength,-15,0.02,no,no,yes,1,Bad Pick,0 or 1
610,2023083_proxy_sample_0_yaw_-15_rep_0_stiff_medium_force_medium.json,0,2_medium_stiffness,2_medium_strength,-15,0.0,yes,yes,yes,3,Bad Pick,2 or 3
611,2023088_proxy_sample_3_yaw_-15_offset_0.005_rep_0_stiff_medium_force_medium.json,3,2_medium_stiffness,2_medium_strength,-15,0.005,no,yes,yes,2,Bad Pick,2 or 3
612,20230728_proxy_sample_1_yaw_60_rep_0_stiff_medium_force_low.json,1,2_medium_stiffness,1_low_strength,60,0.0,yes,yes,yes,3,Good Pick,2 or 3
